;name;SMILES;category;genotoxicity;carcinogenicity;mutagenicity
3633;Actinomycin D, N-methoxycarbonylethylglycine deriv;COC(=O)CCN1CC(=O)N(C)C(C)C(=O)OC(C)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)C)C(=O)N6CCCC6C(=O)N(CCC(=O)OC)CC(=O)N(C)C(C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(=O)NC(C(C)C)C(=O)N2CCCC2C1=O;actinomycins;0;1;1
3634;Actinomycin D, N-methylalanine deriv;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C)C(=O)OC2C)c(N)c1=O;actinomycins;1;1;1
3635;APHIDICOLIN, 19-NOR;CC1C(=O)CCC2(C)C1CCC1CC3CC12CCC3(O)CO;aphidicolins;0;0;1
3636;Pseurotin A;CCC=CC(O)C(O)C1=C(C)C(=O)C2(O1)C(=O)NC(OC)(C(=O)c1ccccc1)C2O;alkaloids;1;1;1
3637;APHIDICOLIN, 3-KETO;CC1(CO)C(=O)CCC2(C)C1CCC1CC3CC12CCC3(O)CO;aphidicolins;0;1;0
3638;Aphidicolin, 18-carboxy;CC1(C(=O)O)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)CO;aphidicolins;1;0;0
3639;6-.beta.-Hydroxyaphidicolin;CC1(CO)C(O)CCC2(C)C1C(O)CC1CC3CC12CCC3(O)CO;aphidicolins;1;0;0
3640;Marcfortine A;CN1C(=O)C23CCCCN2CC12CC1(C(=O)Nc4c1ccc1c4OC=CC(C)(C)O1)C(C)(C)C2C3;marcfortines;1;1;1
3641;Aphidicolin glycinate;CC1(CO)C(O)CCC2(C)C1CCC1CC3CC12CCC3(O)COC(=O)CN;aphidicolins;1;0;0
3642;Staphisine;COC1C2CC3C4(CCC5C6(C)CCCC53C(C14)N(C)C6)CC21CCC23C4C=C5C6=C(CCC5(CC42)C3O1)C1(C)CC(C6)CN(C)C1;alkaloids;0;1;1
3643;Actinomycin K2T;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CC(C)CC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CC(C)CC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O;actinomycins;0;1;0
3644;Vomitoxin, triacetoxy deriv.;CC(=O)OCC12C(C=C(C)C(=O)C1OC(C)=O)OC1C(OC(C)=O)CC2(C)C12CO2;trichothecenes;1;1;0
3645;Vomitoxin;CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O;trichothecenes;1;0;1
3646;NIVALENOL;CC1=CC2OC3C(O)C(O)C(C)(C34CO4)C2(CO)C(O)C1=O;trichothecenes;1;0;1
3647;Diacetylnivalenol;CC(=O)OCC12C(C=C(C)C(=O)C1O)OC1C(O)C(OC(C)=O)C2(C)C12CO2;trichothecenes;1;1;0
3648;15-Monoacetoxyscirpenol;CC(=O)OCC12CCC(C)=CC1OC1C(O)C(O)C2(C)C12CO2;trichothecenes;1;1;1
3649;Actinomycin di(cis-4-Cl proline);Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CC(Cl)CC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CC(Cl)CC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O;actinomycins;0;1;0
3650;Azetomycin I;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O;actinomycins;0;1;0
3651;7-Amino actinomycin C3;CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)cc(N)c(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O;actinomycins;0;1;0
3652;Actinomycin X4357g-didecanoate;CCCCCCCCCC(=O)OCC1OC(=O)C(C)N(C)C(=O)CN(C)C(=O)C2C(=O)CC(C)N2C(=O)C(C(C)C)NC(=O)C1NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5C(C)CC(OC(=O)CCCCCCCCC)C5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N;actinomycins;1;1;0
3653;Actinomycin X4357G diacetate;CC(=O)OCC1OC(=O)C(C)N(C)C(=O)CN(C)C(=O)C2C(=O)CC(C)N2C(=O)C(C(C)C)NC(=O)C1NC(=O)c1c2nc3c(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5C(C)CC(OC(C)=O)C5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)ccc(C)c3oc-2c(C)c(=O)c1N;actinomycins;0;1;0
3654;Actinomycin X4357D, acetate;CC(=O)OC1CC(C)N2C(=O)C(C(C)C)NC(=O)C(NC(=O)c3ccc(C)c4oc5c(C)c(=O)c(N)c(C(=O)NC6C(=O)NC(C(C)C)C(=O)N7C(C)CC(=O)C7C(=O)N(C)CC(=O)N(C)C(C)C(=O)OC6C)c-5nc34)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C12;actinomycins;1;1;0
3655;1-N,9-N-bis(3-butan-2-yl-7,11,14-trimethyl-2,5,9,12,15-pentaoxo-10-propan-2-yl-8-oxa-1,4,11,14-tetrazabicyclo[14.3.0]nonadecan-6-yl)-4,6-dimethyl-2,3-dioxo-10H-phenoxazine-1,9-dicarboxamide;CCC(C)C1NC(=O)C(NC(=O)c2c3[nH]c4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2=O)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O;actinomycins;1;1;0
3656;2-Chloro-2-desaminoactinomycin C3;CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2Cl)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O;actinomycins;1;1;0
3657;Destruxin B;CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(C)C)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O;destruxins;1;1;0
3658;Neosolaniol;CC(=O)OCC12CC(O)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2;trichothecenes;1;0;0
3659;Secalonic acid;COC(=O)C12Oc3ccc(-c4ccc5c(c4O)C(O)=C4C(=O)CC(C)C(O)C4(C(=O)OC)O5)c(O)c3C(O)=C1C(=O)CC(C)C2O;secalonic acids;1;0;0
3660;Didemethylactinomycin D;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)NCC(=O)NC(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)NCC(=O)NC(C(C)C)C(=O)OC2C)c(N)c1=O;actinomycins;0;1;0
3661;Diacetoxyscirpenol;CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2;trichothecenes;1;1;0
3662;Actinomycin P2;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O;actinomycins;0;1;0
3663;Fumitremorgin C;COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3;fumitremorgins;1;1;1
3664;Usnic Acid (N-Isonicotinoyl)hydrazone;COCC1=C(NNC(=O)c2ccncc2)[C@@]2(C)C(=CC1=O)Oc1c(C(C)=O)c(O)c(C)c(O)c12;usnic acids&ustins;1;1;1
3665;Koninginin A;CCCCCCC1OC23OC1CCC2C(O)CCC3O;koninginins;0;0;1
3666;Asterriquinone CT5;CC(C)=CCc1[nH]c2ccccc2c1C1=C(O)C(=O)C(c2c(CC=C(C)C)[nH]c3ccccc23)=C(O)C1=O;asterriquinones ;1;1;1
3667;N8-Actinomycin D;Cc1c2oc3c(C)cnc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O;actinomycins;0;1;1
3668;2-Chloro-3-N-(5-aminosalicylic acid)naphthazarin;O=C(O)c1cc(Nc2c(O)c3c(c(O)c2Cl)C(=O)C=CC3=O)ccc1O;naphthazarins;1;0;1
3669;2-Chloro-3-(2-hydroxy-1,1-dimethyl-ethylamino)naphthazarin;CC(C)(CO)Nc1c(O)c2c(c(O)c1Cl)C(=O)C=CC2=O;naphthazarins;1;0;1
3670;2-Chloro-3-(3-(dimethylamino)propylamino)naphthazarin;CN(C)CCCNc1c(O)c2c(c(O)c1Cl)C(=O)C=CC2=O;naphthazarins;1;0;1
3671;2-Chloro-3-(N-(L-isoleucino))naphthazarin methyl ester;CCC(C)[C@@H](Nc1c(O)c2c(c(O)c1Cl)C(=O)C=CC2=O)C(=O)OC;naphthazarins;1;0;1
3672;2-(3-Chloropropyloxy)naphthazarin;O=C1C=C(OCCCCl)C(=O)c2c(O)ccc(O)c21;naphthazarins;1;0;1
3673;2-(2-Chloroethoxy)naphthazarin;O=C1C=C(OCCCl)C(=O)c2c(O)ccc(O)c21;naphthazarins;1;0;1
3674;2-Chloro-3-(N-tyramino)naphthazarin;O=C1C=CC(=O)c2c(O)c(NCCc3ccc(O)cc3)c(Cl)c(O)c21;naphthazarins;1;0;1
3675;2-Chloro-3-(N-(L-2-ethylglycino))naphthazarin methyl ester;CC[C@H](Nc1c(O)c2c(c(O)c1Cl)C(=O)C=CC2=O)C(=O)OC;naphthazarins;1;0;1
3676;2-Chloro-3-(1-(4-methyl)piperazino)naphthazarin;CN1CCN(c2c(O)c3c(c(O)c2Cl)C(=O)C=CC3=O)CC1;naphthazarins;1;1;1
3677;2-(1-(4-Methyl)piperazino)naphthazarin;CN1CCN(C2=CC(=O)c3c(O)ccc(O)c3C2=O)CC1;naphthazarins;1;1;1
3678;2-(2-(2-Butoxyethoxy)ethoxy)naphthazarin;CCCCOCCOCCOC1=CC(=O)c2c(O)ccc(O)c2C1=O;naphthazarins;1;1;1
3679;2-(2-Butoxyethoxy)naphthazarin;CCCCOCCOC1=CC(=O)c2c(O)ccc(O)c2C1=O;naphthazarins;1;0;1
3680;2-(2-(2-Methoxyethoxy)ethoxy)naphthazarin;COCCOCCOC1=CC(=O)c2c(O)ccc(O)c2C1=O;naphthazarins;1;0;1
3681;2-(2-Methoxyethoxy)naphthazarin;COCCOC1=CC(=O)c2c(O)ccc(O)c2C1=O;naphthazarins;1;0;1
3682;2-Chloro-3-[1-(4-(4'-acetophenone)piperazino)]-naphthazarin;CC(=O)c1ccc(N2CCN(c3c(O)c4c(c(O)c3Cl)C(=O)C=CC4=O)CC2)cc1;naphthazarins;1;1;1
3683;2-(2-(Dimethylamino)ethylamino)naphthazarin;CN(C)CCNC1=CC(=O)c2c(O)ccc(O)c2C1=O;naphthazarins;1;0;1
3684;2-(1-Piperazino)naphthazarin;O=C1C=C(N2CCNCC2)C(=O)c2c(O)ccc(O)c21;naphthazarins;1;1;1
3685;5,8-Dihydroxy-2-[4-[2-(2-hydroxyethoxy)ethyl]piperazin-1-yl]naphthalene-1,4-dione;O=C1C=C(N2CCN(CCOCCO)CC2)C(=O)c2c(O)ccc(O)c21;naphthalenes;1;0;1
3686;5,8-Dihydroxy-2-(4-(2-pyridinyl)-1-piperazinyl)naphthoquinone;O=C1C=C(N2CCN(c3ccccn3)CC2)C(=O)c2c(O)ccc(O)c21;naphthazarins;1;1;1
3687;Destruxin A;C=CCC1OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)CC)NC(=O)[C@@H]2CCCN2C1=O;destruxins;0;1;0
3688;Culmorin;CC1(C)CCCC2(C)C3C(O)CC2(C)C(O)C31;culmorins;1;1;1
3689;Fructigenine A;C=CC(C)(C)[C@@]12CC3C(=O)N[C@@H](Cc4ccccc4)C(=O)N3[C@@H]1N(C(C)=O)c1ccccc12;brevicompanines;1;1;0
3690;Dihydroxyaflavinine;CC(CO)C1=C(c2c[nH]c3ccccc23)C2C(C)C[C@H](O)C3(C)C(C)CCC(O)C23CC1;aflavinines;1;1;1
3691;Methylenolactocin;C=C1C(=O)OC(CCCCC)C1C(=O)O;not classified;0;1;0
3692;Emodin 6,8-dimethyl ether;COc1cc(OC)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O;emodins;1;1;1
3693;Omega-hydroxyemodin (Citreorosein);O=C1c2cc(O)cc(O)c2C(=O)c2c(O)cc(CO)cc21;emodins;1;1;1
3694;Emodic acid ;O=C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O;emodins;1;0;1
3695;CERCOSPORIN;COc1c(O)c2c(=O)cc3c4c5c(cc(=O)c6c(O)c(OC)c(C[C@H](C)O)c(c(c1C[C@H](C)O)c24)c65)OCO3;cercosporins;1;1;1
3696;Cyclopenol;CN1C(=O)c2ccccc2NC(=O)C12O[C@@H]2c1cccc(O)c1;cyclopeptins;1;0;1
3697;Cyclopenin;CN1C(=O)c2ccccc2NC(=O)C12O[C@@H]2c1ccccc1;cyclopeptins;1;0;0
3698;Deoxypodophyllotoxin;COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC;not classified;0;1;1
3699;Emodin Triacetate;CC(=O)Oc1cc(OC(C)=O)c2c(c1)C(=O)c1cc(C)cc(OC(C)=O)c1C2=O;emodins;0;1;0
3700;Physcion-beta-D-gentiobioside;COc1cc(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O;physcions;1;0;1
3701;[(1S,2S,3R,4S,9S,10S,12R,15S)-4,9,12-triacetyloxy-15-[(2R,3S)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1-hydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate;CC(=O)O[C@H]1CC2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]12C)C3(C)C;taxols;1;0;0
3702;Taxol 7,2'-diacetate;CC(=O)O[C@H]1CC2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(C)=O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]12C)C3(C)C;taxols;1;0;0
3703;Aphidicolin, 6-beta-hydroxy-3-keto;C[C@]12CCC(=O)[C@@](C)(CO)[C@@H]1[C@H](O)C[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO;aphidicolins;1;0;1
3704;Tremortin A;C=C(C)[C@H]1O[C@H]2CC[C@]3(C)[C@@]4(C)c5[nH]c6cc(Cl)c7c8c6c5[C@@H](OC(C)(C)[C@H]5C[C@H](C(=C)C7)C85O)[C@@H]4CC[C@@]3(O)[C@@]23O[C@H]3[C@H]1O;penitrems;1;1;0
3705;3-Epiaphidicolin;C[C@]12CC[C@H](O)[C@@](C)(CO)[C@@H]1CC[C@H]1C[C@@H]3CC12CC[C@]3(O)CO;aphidicolins;1;1;0
3706;Aspergillus acid A;CC(=O)OCCCCCCCCCCCCCCCCCC1=C(C)C(=O)OC1=O;fatty acid like;0;1;0
3707;Aspergillus acid D;CC(=O)OC(C)CCCCCCCCCCCCCCC1=C(C)C(=O)OC1=O;fatty acid like;0;0;0
3708;Aspergillus acid C;CC1=C(CCCCCCCCCCCCCCC(C)O)C(=O)OC1=O;fatty acid like;0;0;0
3709;Co-Co-Co (Co = Cordycepin);Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC2CC(COP(=O)(O)OC3CC(CO)OC3n3cnc4c(N)ncnc43)OC2n2cnc3c(N)ncnc32)CC1O;cordycepins;1;0;0
3710;Galactosyl rubrofusarin;COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(O)c3c(=O)cc(C)oc3cc2c1;rubrofusarins;1;0;1
3711;4-(1H-imidazol-5-ylmethylidene)-9-(2-methylbut-3-en-2-yl)-2,5,16-triazatetracyclo[7.7.0.02,7.010,15]hexadeca-10,12,14-triene-3,6-dione;C=CC(C)(C)C12CC3C(=O)NC(=Cc4cnc[nH]4)C(=O)N3C1Nc1ccccc12;roquefortines;1;1;0
3712;HT-2 Toxin;CC(=O)OC[C@]12C[C@H](OC(=O)CC(C)C)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](O)[C@@]2(C)[C@@]12CO2;trichothecenes;1;1;1
3713;Scirpentriol;CC1=C[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@](C)([C@@]2(CO)CC1)[C@@]31CO1;trichothecenes;1;0;1
3714;Emodin 8-beta-D-glucoside;Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(OC3OC(CO)C(O)C(O)C3O)c1C2=O;emodins;1;0;1
3715;Emodin rhamnoside;Cc1cc(OC2OC(C)C(O)C(O)C2O)c2c(c1)C(=O)c1cc(OC3OC(C)C(O)C(O)C3O)cc(OC3OC(C)C(O)C(O)C3O)c1C2=O;emodins;1;0;1
3716;wortmannin;COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O;wortmannins;1;1;1
3717;4-Acetylnivalenol;CC(=O)O[C@@H]1[C@@H](O)[C@H]2O[C@@H]3C=C(C)C(=O)[C@@H](O)[C@]3(CO)[C@]1(C)[C@]21CO1;trichothecenes;1;0;0
3718;Exotoxin;Nc1ncnc2c1ncn2C1OC(COC2C(CO)OC(OC(C(=O)O)C(O)C(OP(=O)(O)O)C(O)C(=O)O)C(O)C2O)C(O)C1O;not classified;1;0;0
3719;Diacetoxyscirpenol;CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)C12CO2;trichothecenes;1;1;0
3720;Curvularin;CC1CCCCCC(=O)c2c(O)cc(O)cc2CC(=O)O1;zearalenones;1;1;1
3721;AGROCLAVIN;CC1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1;ergot alkaloids;1;1;1
3722;ABSCISIC ACID;CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O;abscisic acids;1;1;0
3723;aspyrone;CC1OC(=O)C(C2OC2C)=CC1O;coumarins;1;1;1
3724;Deoxyaspergillic acid;CCC(C)c1cnc(CC(C)C)c(=O)[nH]1;alkaloids;0;0;0
3725;.alpha.-Ergosine;CC(C)CC1C(=O)N2CCCC2C2(O)OC(C)(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)C(=O)N12;ergot alkaloids;1;1;0
3726;Cyclopenin;CN1C(=O)c2ccccc2NC(=O)C12OC2c1ccccc1;cyclopeptins;1;0;0
3727;ergosta-5,7,22-trien-3-ol;CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C;ergot alkaloids;1;1;1
3728;Fumagillol;CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1O)CO2;fumagillins;1;0;1
3729;Gelcohol;COC1C(O)CCC2(CO2)C1C1(C)OC1CC=C(C)C;fumagillins;1;0;1
3730;Melinacidin IV;CN1C(=O)C23SSC1(CO)C(=O)N2C1Nc2ccccc2C1(C12c4ccccc4NC1N1C(=O)C4(CO)SSC1(C(=O)N4C)C2O)C3O;verticillins;1;1;1
3731;Geodin;COC(=O)C1=CC(=O)C=C(OC)C12Oc1c(Cl)c(C)c(Cl)c(O)c1C2=O;griseofulvins;1;1;1
3732;Fonsecin;COc1cc(O)cc2cc3c(c(O)c12)C(=O)CC(C)(O)O3;naphthalenes;1;1;1
3733;Ketorubratoxin B;CCCCCCC(=O)C1C2=C(CC(C(O)C3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)C1O)C(=O)OC2=O;rubratoxins;0;1;1
3734;Mutaaspergillic acid;CC(C)Cc1ncc(C(C)(C)O)n(O)c1=O;alkaloids;1;1;1
3735;Actinomycin II;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N(C)CC(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O;actinomycins;1;1;1
3736;Actinomycin F3;CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N(C)CC(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)CN(C)C1=O;actinomycins;0;1;0
3737;Actinomycin E2;CCC(C)C1NC(=O)C(NC(=O)c2c3nc4c(C(=O)NC5C(=O)NC(C(C)CC)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)CC)C(=O)OC5C)ccc(C)c4oc-3c(C)c(=O)c2N)C(C)OC(=O)C(C(C)CC)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O;actinomycins;1;1;0
3738;Actinomycin D lactam;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)NC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)NC2C)c(N)c1=O;actinomycins;0;1;0
3739;Verticillin A;CN1C(=O)C23SSC1(C)C(=O)N2C1Nc2ccccc2C1(C12c4ccccc4NC1N1C(=O)C4(C)SSC1(C(=O)N4C)C2O)C3O;verticillins;1;1;1
3740;Actinomycin xoa;Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CC(O)CC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O;actinomycins;1;1;0
3741;Enniatin F;C=C[C@H](C)[C@H](NC)C(=O)[C@@](C=O)(N(C)C(=O)C(O)C(C)C)C(C(=O)C(O)C(C)C)(C(=O)[C@@H](NC)[C@@H](C)CC)C(C)(C)C(=O)C(O)C(C)C;destruxins;1;0;1
3742;Aureobasidin E;CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)C([C@@H](O)c2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@H](C)CC)OC(=O)[C@H](C(C)(C)O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C1=O;aureobasidins;0;1;0
3743;AI-77-B;CC(C)C[C@H](NC(=O)[C@@H](O)[C@@H](O)[C@@H](N)CC(=O)O)[C@@H]1Cc2cccc(O)c2C(=O)O1;coumarins;1;0;1
3744;Hydrogenated rubratoxin;CCCCCC[C@@H](O)C1C2=C(CC([C@H](O)C3CCCC(=O)O3)CC3=C(C(=O)OC3=O)[C@@H]1O)C(=O)OC2=O;rubratoxins;0;1;1
3745;5-Hydroxy-d4T;O=c1[nH]c(=O)n([C@H]2C=C[C@@H](CO)O2)cc1CO;nucleotides;1;0;0
3746;Decarestrictine D;C[C@@H]1C[C@H](O)C=C[C@H](O)[C@@H](O)CC(=O)O1;decarestrictines;1;0;0
3747;Dihydromevinolin;CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12;lovastatins;0;0;0
3748;Allomalformin;CC[C@H](C)[C@H](NC(=O)[C@@H](C=S)NC(=O)[C@H](N)C=S)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](C=O)C(C)C;malformins;0;0;0
3749;Alterporriol E/ Alterporriol D;COc1cc(O)c2c(c1-c1c(OC)cc(O)c3c1C(=O)C1=C(C3=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O)C(=O)C1=C(C2=O)[C@H](O)[C@@H](O)[C@@](C)(O)[C@@H]1O;alterporriols;1;0;1
3750;Bisdethiobis(methylthio)gliotoxin;CS[C@]1(CO)C(=O)N2[C@H]3C(=CC=C[C@@H]3O)C[C@@]2(SC)C(=O)N1C;ETPs;1;1;0
3751;Semivioxanthin;COc1cc(O)c2c(O)c3c(cc2c1)C[C@@H](C)OC3=O;xanthins;1;1;1
3752;Lateritin;CC(C)C1OC(=O)C(Cc2ccccc2)N(C)C1=O;peptides;0;1;0
3753;Asparvenone;CCc1c(O)cc2c(c1O)C(=O)CC[C@H]2O;naphthalenes;1;0;0
3754;Isonicotinoylhydrazide adenine dinucleotide;NNC(=O)c1cc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2[O-])cc1;nucleotides;1;0;0
3755;Cyclo(prolyl-alanyl-phenylalanyl-leucyl);C=C(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](C)N)C(=O)N1CCC[C@H]1C=O;peptides;0;0;0
3756;Pyripyropene B;CCC(=O)OCC1(C)C(OC(C)=O)CCC2(C)C1CC(OC(C)=O)C1(C)Oc3cc(-c4cccnc4)oc(=O)c3C(O)C21;pyropenes;1;0;0
3757;3-hydroxyterphenyllin;COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)c(O)c1;terpenoids;1;1;0
